r,g,b,RGB,Spanish_Judgment_id,Spanish,Country,EN_ES,Russian_Judgment_id,Russian,Country,EN_RU,Portuguese_Judgment_id,Portuguese,Country,EN_PT,German_Judgment_id,German,Country,EN_DE,French_Judgment_id,French,Country,EN_FR,Chinese_Judgment_id,Chinese,Country,EN_ZH,Italian_Judgment_id,Italian,Country,EN_IT,Korean_Judgment_id,Korean,Country,EN_KO,Japanese_Judgment_id,Japanese,country,EN_JA,name,short_name,med_name,cx,cy
61,0,47,61047,522110924,MORADO,DOM,Purple,522431425,темно-сиреневый,UKR,Dark Purple,556802167,verde claro,PRT,Light Green,522442728,dunkelviolett,DEU,Dark Purple,556968139,violet,FRA,Purple,556672092,紫色,HKG,Purple,522577437,nero,ITA,Purple,557410668,어두운 자주색,KOR,Dark purple,539890243,紫,JPN,Purple,Blackcurrant Purple,Stanley Plum,Stanley Plum,336.5649305,272.0452546
61,16,5,61165,522078950,marron,PRI,Brown,522619390,бордовый,UKR,Vinous,556740484,v,PRT,V.,522379203,Dunkelbraun,DEU,Dark Brown,522619886,marron,FRA,Brown,522221169,深啡色,HKG,Dark Brown,556707661,marrone,ITA,Brown,537170744,갈색,KOR,Brown,540695795,こげた赤茶,JPN,Burnt red tea,Chocolate Brown,Dark Brown,Dark Brown,347.9199694,285.8576448
6,13,67,61367,522097311,AZUL OSCURO,DOM,Dark Blue,522912063,тёмно-синий,UKR,Dark Blue,522110843,azul,PRT,Strong Blue,522186848,dunkelblau,DEU,Dark Blue,523830786,BLEU PROFOND,FRA,Deep Blue,522286172,深蓝,CHN,Deep Blue,522733556,blu scuro,ITA,Blue,536182650,군청색,KOR,Ultramarine,536666448,紺色,JPN,Deep blue,Super Dark Royal Blue,Dark Blue,Very Dark Blue,288.860805,272.4327874
6,137,2,61372,522096058,verde oscuro,DOM,Dark Green,522448203,зеленый,RUS,Green,556637395,verde,BRA,Green,522329298,dunkelgrün,DEU,Dark Green,523385708,vert,FRA,Green,522137791,綠色,TWN,Green,556649678,verde scuro,ITA,Dark Green,537059471,녹색,KOR,Green,544152182,緑,JPN,Green,Mr. Green Jeans,Green,Forest Green,253.8109616,353.2075262
6,32,39,63239,522109881,gris,ECU,Gray,556633028,тёмный цвета морской волны,UKR,Dark Navy Blue,556790804,verde claro,PRT,Light Green,522281467,anthrazit,DEU,Anthracite,525286539,noir,VEN,Black,522261208,黑色,HKG,Black,556692235,nero,ITA,Black,560123900,검은색,KOR,Black,556709195,黒い,JPN,Black,Deepest Graphite,Black,Black,296.82222,273.0849926
63,32,6,63326,522085671,color marrón oscuro,ARG,Dark Brown,522379726,темный орех,RUS,Dark Walnut,522425515,preto,BRA,Brown,522419365,braun,AUT,Brown,522345169,marron,FRA,Brown,522149664,棕色,CHN,Brown,556850921,marrone scuro,ITA,Dark Brown,537175173,갈색,KOR,Brown,538624278,茶,JPN,Brown,Root Beer Brown,Brown,Black Brown,353.3645159,290.0822609
63,52,4,63524,522094109,marrón barroco,ARG,Baroque Brown,522366262,темнокоричневый,UKR,Dark Brown,556689491,verde,BRA,Green,522377744,dunkelbraun,DEU,Dark Brown,522418325,marron,FRA,Brown,522101729,深褐色,MYS,Dark Brown,556738767,verde,ITA,Green,533011469,갈색,KOR,Brown,557245884,ダークブラウン,JPN,Dark brown,Dark Hazel Brown,Brown,Brown,335.4347602,299.5209915
63,8,46,63846,522156895,MORADO,DOM,Purple,522395369,Черный,RUS,Black,522559257,castanho escuro,PRT,Dark Purple,522390509,dunkelrot,DEU,Dark,556828168,violet foncé,FRA,Dark Purple,522193076,紫色,IDN,Purple,556872899,marrone scuro,ITA,Dark Brown,557916446,보라색,KOR,Purple,561209541,暗い紅色,JPN,Dark purple,Twilight Lavendar,Plum,Dark Purple,346.178589,279.9999912
6,43,22,64322,522319696,verde oscuro,MEX,Dark Green,556646508,темно-зеленый,UKR,Dark Green,556639186,verde,BRA,Green,522527127,grün,DEU,Green,556828362,vert foncé,FRA,Dark Green:,522215602,绿色,IDN,Green,556701651,verde,ITA,Green,557710409,진한 초록색,KOR,Dark green,539745042,ダークグリーン,JPN,Dark Green,Dark Pine Green,Black,Dark Green,287.6761074,290.7143583
6,79,53,67953,522070113,verde musgo,COL,Moss Green,522561958,Зелёный,RUS,Green,522549048,verde,PRT,Green,522412008,grün,DEU,Green,522863904,vert,FRA,Green,522239463,深綠,HKG,Dark Green,522465031,verde scuro,ITA,Lawn Green,533437818,녹색,KOR,Green,556695438,深みどり,JPN,Deep green,Pinetree Green,Green,Blue Green,259.4464654,297.8488867
68,9,60,68960,522105160,purpura,MEX,Purple,523108702,грязно-бордовый,UKR,Dirty Burgundy,522238534,A,BRA,Dark Purple,522707515,violet,DEU,Violet,523108752,mauve,FRA,Mauve,522102811,藍紫色,TWN,Blue-Violet,556967090,violetto scuro,ITA,Violet,560094922,보라색,KOR,Purple,539998768,紫,JPN,Purple,Midnight Purple,Purple,Eggplant,338.4228164,258.9677613
7,0,153,70153,522067986,Azul Oscuro,VEN,Dark Blue,522535827,ярко-синий,UKR,Bright Blue,522195858,castanho,PRT,Blue,522425323,Blau,DEU,Blue,522335092,bleu,FRA,Blue,522268279,蓝色,CHN,Blue,522489901,blu,ITA,Blue,537062122,청색,KOR,Blue,545395159,青,JPN,Blue,Deep Ocean Blue,Blue,Uniform Blue,263.3765063,196.2902198
70,6,69,70669,522156273,morado,COL,Purple,522901073,тёмно-фиолетовый,UKR,Plum,556774919,verde,PRT,Green,522536877,violett,DEU,Violet,525566262,violet foncé,FRA,Dark Purple,522367302,紫色,IDN,Purple,522403983,viola,ITA,Purple,560423463,어두운 보라색,KOR,Dark purple,544153030,紫,JPN,Purple,Halloween Purple,Mauve,Purely Purple,334.8925968,263.7599103
70,70,8,70708,522183181,verde,ESP,Green,522610781,оливковый,UKR,Olive,556796147,verde claro,PRT,Light Green,522245090,Kaki,DEU,Kaki,525264252,vert foncé,VEN,Dark Green:,522150057,墨綠色,TWN,Dark Green,522494001,verde,ITA,Green,542554230,갈색,KOR,Brown,523580460,暗緑色,KOR,Dark green,Dark Army Green,Dark Green,Jungle Green,330.5050147,305.4681503
70,7,44,70744,556682410,morado fuerte,MEX,Strong Purple,556677322,баклажановый,UKR,Aubergine,522158115,roxo,PRT,Dark Purple,522587589,dunkelrot,DEU,Dark,556976537,marron violet,FRA,Brown Violet,556686477,紫色,MYS,Purple,522195623,amarro,ITA,Purple,542533378,갈색,KOR,Brown,557629982,深紫,JPN,Deep purple,Brownish Purple,Dark Purple,Dark Purple,353.4218736,274.5133999
72,39,5,72395,522099278,cafe,MEX,Coffee,522379774,коричневый,UKR,Brown,556638359,verde,BRA,Green,522215254,braun,DEU,Brown,523856966,marron,FRA,Brown,522164119,棕色,IDN,Brown,556847961,marrone,ITA,Brown,531942948,갈색,KOR,Brown,533762757,茶色,JPN,Brown,Chocolate Brown,Brown,Dark Brown,358.131694,284.0463715
7,26,76,72676,522080950,azul obscuro,MEX,Dark Blue,556633904,темно-синий,RUS,Dark Blue,522250632,Q,BRA,Blue,522148311,königsblau,DEU,Royal Blue,523832219,BLEU PROFOND,FRA,Deep Blue,522296507,蓝色,IDN,Blue,556689650,blu,ITA,Blue,557907053,짙은 파란색,KOR,Dark blue,536670457,青,JPN,Blue,Night Time Blue,Blue,Midnight Blue,281.2112616,258.9966584
73,9,59,73959,522099678,morado oscuro,MEX,Purple,522563273,фиолетовый,UKR,Violet,556799872,verde claro,PRT,Light Green,522339983,violett,DEU,Violet,556932252,aubergine (violet aubergine ),FRA,Aubergine (Eggplant Purple),556672088,紫色,HKG,Purple,556677963,Viola susina matura,ITA,Purple Ripe Plum,557402278,자주색,KOR,Purple,556709905,深紫,JPN,Deep purple,Deep Purple Plum,Purple,Brown Purple,343.7152483,262.2074149
7,4,182,74182,522060698,azul,COL,Blue,522360784,ярко-синий,UKR,Bright Blue,556670336,verde,BRA,Green,522466607,blau,DEU,Blue,522395924,bleu foncé,FRA,Dark Blue,522096229,藍色,TWN,Blue,522482249,blu,ITA,Blue-Violet,557378938,파란색,KOR,Blue,544154025,青,JPN,Blue,Deep Royal Blue,Blue,Dodger Blue,246.6348754,178.4398074
80,0,86,80086,522102187,violeta,PRI,Violet,522609717,Фиолетовый,RUS,Purple,556790579,verde claro,PRT,Light Green,522163089,dunkelviolett,DEU,Dark Purple,522402307,violet foncé,FRA,Dark Purple,522125174,紫色,TWN,Purple,556689855,violet,ITA,Violet,557714078,짙은 보라,KOR,Deep purple,539754719,ヴァイオレット,JPN,Violet,Popping Purple,Purple,Purple Wine,340.963283,247.5843712
8,1,168,81168,522110943,azul,MEX,Blue,522440267,синий,RUS,Blue,556652673,verde,BRA,Green,522659844,blau,DEU,Blue,523209460,bleu,FRA,Blue,522153679,藍色,HKG,Blue,522737728,blu,ITA,Blue,524789842,파랑,KOR,Blue,543818170,ミディアムブルー,JPN,Medium Blue,Neon Bright Blue,Blue,Medium Navy,258.9289364,181.6848232
84,17,1,84171,522116298,MARRÓN OSCURO,DOM,Dark Brown,522672774,умбра жжёная,RUS,Burnt Umber,522501529,castanho,PRT,Dark Brown,522379493,dunkles rotbraun,DEU,Dark Reddish Brown,522800995,marron,FRA,Brown,522248364,褐色,MYS,Brown,556746971,marrone,ITA,Brown,531955341,갈색,KOR,Brown,535625200,茶色,JPN,Brown,Mahoganny Brown,Brown,Dark Leather,370.1806452,286.8384108
84,6,80,84680,522099087,color violeta oscuro,ARG,Dark Violet,522802663,сливовый,RUS,Plum,556688879,verde,BRA,Green,522416983,violett,DEU,Violet,523411704,violet,FRA,Purple,522155421,紫色,HKG,Purple,522761615,viola scuro,ITA,Purple,536805105,보라색,KOR,Purple,533759295,紫,JPN,Purple,Morning Glory Purple,Purple,Royal Purple,383.1806529,266.801276
86,16,3,86163,522064674,marron oscuro,DOM,Dark Brown,522606915,Коричневый,RUS,Brown,556704132,verde,BRA,Green,522328952,braun,DEU,Brown,522364254,rouge foncé,FRA,Dark Red,522399853,棕色,IDN,Brown,556666867,marone,ITA,Brown,539669903,갈색,KOR,Brown,536666492,茶色,JPN,Brown,Chestnut Brown,Maroon,Dark Leather,378.9336813,280.8192853
9,0,106,90106,522140431,Azul rey,COL,Blue King,522559572,синий,RUS,Blue,522223839,Azul marinho,BRA,Blue,522434467,Blau,DEU,Blue,522398516,bleu foncé,FRA,Dark Blue,522268368,海军,IDN,Navy,522484282,blu,ITA,Blue,557576279,청색,KOR,Blue,540685068,ネイビーブルー,JPN,Navy Blue,Deep Royal Blue,Navy Blue,Dark Blue,276.7731886,220.7801118
0,92,252,92252,522097969,azul,MEX,Blue,522602553,синий,RUS,Blue,556670400,verde,BRA,Green,522377626,stahlblau,DEU,Steel Blue,522552826,bleu,FRA,Blue,522250748,蓝色,IDN,Blue,556681639,blu,ITA,Blue,531954731,파랑색,KOR,Blue,542113878,あお,JPN,Blue,Swimming Pool Blue,Blue,Stunning Blue,141.2374366,135.6077187
92,5,52,92552,522177800,morado vino,ESP,Purple Wine,522433040,вино,UKR,Wine,556788201,verde claro,PRT,Light Green,522605841,dunkellila,DEU,Dark Purple,523837216,bordeaux,FRA,Burgundy,522197086,暗洋红色,IDN,Dark Magenta,556724181,marrone,ITA,Brown,557371966,진한피자주색,KOR,Dark purple blood,548159037,暗赤色,JPN,Dark red,Berry Berry Purple,Maroon,Eggplant,366.1292485,272.5846252
9,28,23,92823,522081826,Negro Noche,PRI,Black Night,522512818,чёрный,RUS,Black,556802586,verde claro,PRT,Light Green,522371744,schwarz,DEU,Black,522623396,noir,FRA,Black,522160564,黑色,CHN,Black,556765780,nero,ITA,Black,528140416,검은색,KOR,Black,530702800,黒,JPN,Black,Midnight Black,Black,Black,319.1280712,280.5498957
93,21,0,93210,522124688,cafe,MEX,Coffee,522460423,темно коричневый,RUS,Dark Brown,556652220,verde,BRA,Green,522430419,dunkelbraun,DEU,Dark Brown,523072601,marron chatain foncé,FRA,Dark Chestnut Brown,522238952,深棕色,IDN,Dark Brown,522733650,marrone,ITA,Brown,557363820,검은색,KOR,Black,546918568,紅,JPN,Crimson,Chocolate Brown,Brown,Dark Brown,388.0889036,288.8997797
93,41,5,93415,522094292,cafe oscuro,MEX,Dark Brown,522898147,коричневый,UKR,Brown,556774924,verde,PRT,Green,522468129,braun,AUT,Brown,524100987,MARRON FONCE,FRA,Dark Brown,522117065,棕色,HKG,Brown,522722813,marrone chiaro,ITA,Brown,537066487,갈색,KOR,Brown,542411018,茶色,JPN,Brown,Cinnamon Chocolate,Brown,Saddle Brown,383.7538311,301.3883332
94,0,51,94051,522111331,morado oscuro,MEX,Purple,522986346,светло-бордовый,UKR,Light Purple,556747472,v,PRT,V.,522409785,brombeer-rot,DEU,Blackberry-Red,556704894,Prune,FRA,Plum,522166992,栗色,IDN,Maroon,556997178,viola,ITA,Violet,557580513,자주색,KOR,Purple,560586465,レッドワイン,JPN,Red wine,Dark Purplish Pink,Maroon,Burgandy,367.0266954,264.4262744
9,4,106,94106,522078909,azul,MEX,Blue,522551212,синий,UKR,Blue,522176085,azul marinho,BRA,Blue,522490680,Dunkles Mitternachtsblau,DEU,Dark Midnight Blue,522625922,bleu,FRA,Blue,522357149,蓝色,IDN,Blue,556701382,azzurro,ITA,Blue,538884105,파랑,KOR,Blue,556718712,くらい紺,JPN,Long navy blue,Deep Space Blue,Dark Blue,Dark Blue,283.228737,224.6050353
94,6,64,94664,522139556,lila en la noche,ARG,Lilac At Night,522481356,бордовый,RUS,Vinous,522154947,rosa escuro,PRT,Purple,522334251,lila,DEU,Purple,523409984,violet,FRA,Purple,522194816,紫色,IDN,Purple,522508979,rosso scuro,ITA,Purple,557052061,보라색,KOR,Purple,532843266,ぶどう色,JPN,Budoiro,Midnight Satin Purple,Purple,Purple,362.1547619,252.7607235
95,75,2,95752,522100711,cafe,MEX,Coffee,556717588,коричневатый,UKR,Brownish,556691104,verde,BRA,Green,522367065,schokoladenbraun,DEU,Chocolate-Brown,556960046,kaki,FRA,Khaki,522117069,棕色,HKG,Brown,556691588,marone,ITA,Brown,557410666,밝은 갈색,KOR,Light brown,556807470,緑がかった茶,JPN,Greenish brown,Some Type Of Brown,Brownish Green,Brownish Green,363.8463991,312.5438948
96,6,60,96660,522059346,morado,COL,Purple,522460349,фиолетовый,RUS,Violet,556660529,verde,BRA,Green,522401269,burgunder,DEU,Burgundy,524842038,PRUNE,FRA,Plum,522253743,褐色,MYS,Brown,522593459,verde,ITA,Seaweed Green,539739353,청색,KOR,Blue,556707069,深グリーン,JPN,Deep Green,Dark Navy Green,Navy,Midnight Blue,290.3511656,283.9079614
9,66,60,96660,522059346,morado,COL,Purple,522460349,фиолетовый,RUS,Violet,556660529,verde,BRA,Green,522401269,burgunder,DEU,Burgundy,524842038,PRUNE,FRA,Plum,522253743,褐色,MYS,Brown,522593459,verde,ITA,Seaweed Green,539739353,청색,KOR,Blue,556707069,深グリーン,JPN,Deep Green,Purple Passion,Maroon,Deep Burgandy,366.7570841,245.5599137
9,69,60,96960,522085642,azul viejo,PRI,Old Blue,556633500,зеленый,BLR,Green,556679347,verde,BRA,Green,522393283,dunkelgrün,DEU,Dark Green,522791032,vert,FRA,Green,522218255,深绿,CHN,Dark Green,522598492,viola,ITA,If The Green,531954251,초록색,KOR,Green,556719649,くらいみどり,JPN,About green,Deep Aquamarine,Dark Green,Emerald Green,274.6006655,292.8035969
98,52,0,98520,522099956,cafe,MEX,Coffee,522382745,Коричневый,UKR,Brown,556632287,#N/A,#N/A,#N/A,522110857,Dunkles Braun,DEU,Dark Brown,522364905,marron,FRA,Brown,522222848,棕色,IDN,Brown,556678542,marone,ITA,Brown,540662176,갈색,KOR,Brown,533757392,茶色,JPN,Brown,Chocolate Brown,Brown,Woodsy Brown,379.0545676,297.3761789
10,108,3,101083,522099240,verde,ARG,Green,522459126,зеленый,RUS,Green,522193153,verde,BRA,Ocher-Green,522111313,Dunkles Grün,DEU,Dark Green,523413375,vert,FRA,Green,522123180,深綠色,TWN,Dark Green,522464606,verde,ITA,Green,556724870,녹색,KOR,Green,540621435,みどり,JPN,Green,Pool Table Green,Green,Forest Green,304.3576047,333.4398163
10,15,68,101568,522090710,azul marino,PRI,Navy Blue,522344612,темный синий,RUS,Dark Blue,522514553,Azul,PRT,Ocean Blue,522412155,dunkelblau,AUT,Dark Blue,523029970,bleu nuit mat,FRA,Midnight Blue Mat,522153147,午夜蓝,IDN,Midnight Blue,522576040,blu,ITA,Navy Blue,536904007,푸른,KOR,Blue,539755547,すごくダーク青,JPN,Very dark blue,Dark Navy Blue,Navy Blue,Navy Blue,290.0594661,267.126596
101,7,64,101764,556686736,elegante,ESP,Elegant,523034492,бордовый,RUS,Vinous,556643873,verde,BRA,Green,556644994,weinrot,DEU,Burgundy,556708773,Pourpre (héraldique),FRA,Purple (Heraldry),522276204,暗紫色,IDN,Dark Purple,556701849,viola scuro,ITA,Dark Purple,537557339,진한 자주색,KOR,Deep Purple,556869762,濃紫,JPN,Deep purple,Electric Indigo,Plum,Deep Burgandy,369.1785131,250.5251169
0,103,132,103132,522076608,azul Marino,PRI,Navy Blue,522626646,син,UKR,Blue,556762241,v,PRT,V.,522436500,matt blau,DEU,Matt Blue,522322946,bleu,FRA,Blue,522177433,深灰蓝色,HKG,Dark Gray Blue,556869244,blu chiaro,ITA,Light Blue,558055593,푸른색,KOR,Blue,548224750,青,JPN,Blue,Dark Turquoise,Teal,Teal Blue,225.1579926,262.973517
103,99,0,103990,522173788,verde aceituna quemado,ECU,Burned Olive Green,522547270,зеленовато-коричневый,RUS,Greenish-Brown,556774390,verde,PRT,Green,522425146,schlammgrün,DEU,Green Mud,522620147,vert,FRA,Green,522274359,绿色,HKG,Green,522620322,nero,ITA,Green,556859960,카키색,KOR,Khaki color,538615289,茶,JPN,Brown,Deep Olive Green,Green Brown,Green Brown,346.306383,319.6288544
10,43,88,104388,522113876,azul,ARG,Blue,522429530,темно-синий,RUS,Dark Blue,522391329,azul,BRA,Blue,522446646,blau,DEU,Blue,522671193,bleu marine,FRA,Navy Blue,522115776,深藍色,TWN,Navy Blue,522584398,blu,ITA,Blue,557543950,파란색,KOR,Blue,543963799,青,JPN,Blue,Dark Navy Blue,Navy,Dark Blue,269.1354924,252.5148768
10,58,64,105864,522078596,azul fuerte,MEX,Deep Blue,556649812,зеленый,BLR,Green,522146229,verde musgo escuro,BRA,Green,522377648,blaugrün,AUT,Blue-Green,556826272,bleu foncé,FRA,Dark Blue,556677741,军绿色,MYS,Army Green,522702197,Verde scuro,ITA,Dark Green,557601125,찐 청록,KOR,Steamed green,549055708,深緑,JPN,Dark green,Dark Blue Teal,Midnight Blue,Midnight Blue,283.9241417,282.4142622
10,67,28,106728,522171199,verde,COL,Green,522597098,Зелёный,RUS,Green,556660146,verde,BRA,Green,522416816,tiefgrün,DEU,Deep Green,522331843,vert,FRA,Green,522097434,暗綠色,TWN,Dark Green,522493845,verde,ITA,Green,557376287,진한녹색,KOR,Dark green,544968554,緑,JPN,Green,Dark Forest Green,Dark Green,Forest Green,235.2483716,279.4071597
107,90,1,107901,522177219,marron,COL,Brown,522545638,хаки,RUS,Khaki,522311688,marrom,BRA,Green,522750810,grün,DEU,Green,523389989,marron,FRA,Brown,522378970,棕色,IDN,Brown,556958220,verde,ITA,Green,539669296,올리브색,KOR,Olive,535625593,茶色,JPN,Brown,Dark Olive Green,Brown,Brown,367.6615738,319.1268815
111,5,99,111599,522098024,VIOLETA,DOM,Violet,522983034,темно пурпурный,RUS,Dark Purple,522432167,gdefv,BRA,Purple,522375170,purpur,AUT,Purple,522917265,violet foncé,FRA,Dark Purple,522105737,深紫色,HKG,Deep Purple,556671834,violet,ITA,Violet,535980029,보라색,KOR,Purple,547835476,赤紫色,JPN,Magenta,Deep Raspberry,Plumb,Purple Grape,363.304041,233.2287704
112,82,2,112822,522103998,marron,DOM,Brown,522698079,темно коричневый,UKR,Dark Brown,556663161,verde,BRA,Green,522391916,braun,DEU,Brown,522876796,marron caca,FRA,Brown Poo,522097273,褐色,MYS,Brown,557004448,marrone,ITA,Brown,542726708,밝은 고동색,KOR,Light brown,523162904,暗い茶色,JPN,Dark brown,Chestnut Brown,Brown,Golden Brown,370.9263545,314.6038545
113,98,2,113982,522075153,oliva,COL,Olive,522698412,светло коричневый,UKR,Light Brown,522213333,bege,BRA,Ocher,522210237,grünbraun,DEU,Green-Brown,556702178,Vert avocat,FRA,Avocado Green,556657440,軍綠色,TWN,Army Green,556787720,marroncino,ITA,Brownish,557468940,갈색,KOR,Brown,540617670,茶色,JPN,Brown,Goldenish Brown,Olive,Golden Brown,352.988443,321.2570314
11,42,22,114222,522221359,De color negro,VEN,Black Color,556659678,зеленый,BLR,Green,522188882,verde,BRA,Green,522610605,Dunkelgrün,DEU,Dark Green,523402943,noir,FRA,Black,522269952,黑,TWN,Black,556900823,verde bottiglia scuro,ITA,Dark Green Bottle,524781237,검정,KOR,Black,542556962,深緑,JPN,Dark green,Dark Green Black,Pine Tree,Pine Tree,299.323698,288.8329535
114,87,3,114873,522087050,marron,DOM,Brown,522545785,коричневый,UKR,Brown,522547151,castanho,PRT,Yellow-Green,522180502,braun,DEU,Brown,525543356,marron clair,FRA,Light Brown,522105614,褐色,MYS,Brown,522522257,marrone scuro,ITA,Brown,557921579,갈색,KOR,Brown,544149889,茶,JPN,Brown,Murky Yellow Brown,Brown,Golden Brown,366.727283,325.2441394
117,0,13,117013,522072245,rojo ladrillo,PRI,Red Brick,522502705,бордовый,UKR,Vinous,556803235,verde claro,PRT,Light Green,522521995,kirsch,DEU,Cherries,523325527,rouge,FRA,Red,556654188,紅色,HKG,Red,557070514,marrone medio,ITA,Medium Brown,539664227,갈색,KOR,Brown,546930726,紅,JPN,Crimson,Intense Red-Brown,Red,Brick Red,404.4243892,287.1596172
1,209,67,120967,522107768,pistache,MEX,Pistachio,522396018,салатовый,UKR,Green,522189313,verde,BRA,Lime,522399016,grün,DEU,Green,522326167,vert,FRA,Green,522265167,绿色,CHN,Green,522535634,verde,ITA,Green,524801615,녹색,KOR,Green,545473923,ライムグリーン,JPN,Lime green,Electric Green,Green,Electric Green,187.2767948,419.5650705
121,0,81,121081,522078135,Violeta,DOM,Violet,556659101,темно-сиреневый,RUS,Dark Purple,522527570,Rosa,PRT,Ocher,522358209,dunkellila,DEU,Dark Purple,524963190,VIOLET,FRA,- Purple,522163863,紫色,HKG,Purple,556695697,viola,ITA,Violet,557714321,자주색,KOR,Purple,542112431,むらさき,JPN,Purple,Purple Passion,Burgundy,Dark Fushsia,375.4945203,240.1382636
